url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Dormitorios Suite,Garage,Parrillero,Calefacción,Orientación,Popiedad Horizontal,Plantas,Cocina,Año de Construcción,Jardín,Acepta Mascotas,Gastos Comúnes,Piscina,Seguridad,Disposición,Superficie Balcones,Dormitorios Servicio,Pisos Edificio,Patio,Muebles,Altura,Aptos por piso,Lavadero
https://www.casasymas.com.uy/propiedad/184347-casa-en-venta-de-3-dormitorios-con-garage-en-parque-miramar-montevideo,U$S 270.000Venta,3,2,100 m²,,,,Garaje: 1,,Aire Acondicionado,,,,,,,,UYU 17000,,Vigilancia,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/176963-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 360.000Venta,3,3,198 m²,136m²,,,Cochera: 2,,,,Popiedad Horizontal,,,2025,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160613-casa-en-venta-de-3-dormitorios-con-garage-en-flor-de-maronas-montevideo,U$S 140.000Venta,3,1,390 m²,158m²,390m²,,Garaje: 1,,,,,,Cocina Definida,1,,Acepta Mascotas,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/160236-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 1.070.000Venta,3,4,224 m²,139m²,224m²,Dormitorios en Suite: 1,Garaje: 2,,,,,,Cocina Definida,2023,Jardín,Acepta Mascotas,,Piscina,,,,,,,,3m,1,
https://www.casasymas.com.uy/propiedad/161999-casas-de-pindo-venta-ph-3-dormitorios-escritorio-barrio-parques-ref-1335,U$S 680.000Venta,3,3,165 m²,145m²,283m²,Dormitorios en Suite: 1,Cochera: 0,Parrillero,Losa radiante a gas,,Popiedad Horizontal,2,Cocina Integrada,2024,Jardín,,UYU 10000,,Barrio con seguridad 24hs,,15m²,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/187620-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 530.000Venta,3,3,184 m²,124m²,184m²,Dormitorios en Suite: 1,Cochera: 2,Parrillero,Losa radiante,Norte,Popiedad Horizontal,2,Cocina Integrada,2025,Jardín,Acepta Mascotas,UYU 10000,Piscina,housing,,14m²,,,,,,,
https://www.casasymas.com.uy/propiedad/131304-casa-en-venta-de-2-dormitorios-con-garage-en-buceo-montevideo,U$S 236.000Venta,2,1,,109m²,424m²,,Cochera: 1,Parrillero,,,,2,Cocina Definida,1966,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/182480-casa-de-altos-en-venta-de-3-dormitorios-en-cordon,U$S 173.000Venta,3,1,85 m²,85m²,,,,,,Oeste,,,Cocina Definida,1968,,Acepta Mascotas,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/187161-casa-en-venta-de-3-dormitorios-terraza-patio-y-garaje-en-pocitos,U$S 595.000Venta,3,4,194 m²,176m²,18m²,,Garaje: 1,,,Este,,,,2025,,,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/116378-casa-en-venta-de-4-dormitorios-en-la-figurita-montevideo,U$S 105.000Venta,4,1,94 m²,94m²,,,,,,Norte,Popiedad Horizontal,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/175917-casa-en-venta-de-4-dormitorios-con-garage-en-belvedere-montevideo,U$S 110.000Venta,4,1,480 m²,150m²,330m²,,Garaje: 1,,,Norte,,,Cocina Definida,1940,Jardín,Acepta Mascotas,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/95061-casa-en-venta-de-7-dormitorios-en-carrasco-montevideo,U$S 1.100.000Venta,7,5,980 m²,408m²,980m²,Dormitorios en Suite: 1,,,,Oeste,,,,,,,UYU 106975,Piscina,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/116394-casa-en-venta-en-mercado-modelo-montevideo,U$S 290.000Venta,Monoambiente,,453 m²,,,,,,,,,,,1950,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/51850-casa-en-venta-de-2-dormitorios-en-sayago-montevideo,U$S 115.000Venta,2,1,68 m²,68m²,170m²,,Garaje: 0,,,Norte,,1,,,,,,,,Frente,,,1,,,,,
https://www.casasymas.com.uy/propiedad/81371-casa-en-venta-en-carrasco-sur-ref-9221,U$S 1.350.000Venta,4,5,,306m²,500m²,,Garaje: 2,,,,,,,2025,Jardín,,,Piscina,,,,,1,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/159372-casa-en-venta-de-4-dormitorios-en-perez-castellanos-montevideo,U$S 118.000Venta,4,1,149 m²,111m²,149m²,,,,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/146788-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,U$S 400.000Venta,3,2,109 m²,109m²,124m²,,Garaje: 0,Parrillero,,Norte,,2,,,,,,,,Frente,,,2,,,,,
https://www.casasymas.com.uy/propiedad/65495-venta-casa-3-dormitorios-barrio-sur-ejido-y-cebollati-con-local-comercial-y-deposito,U$S 290.000Venta,3,1,298 m²,298m²,98m²,,,,,,,3,Cocina Integrada,1935,,,,,,,100m²,,,,,,,
https://www.casasymas.com.uy/propiedad/161624-casa-en-venta-en-carrasco-ref-9673,U$S 360.000Venta,3,3,196 m²,113m²,,,,,,Este,,,,1,Jardín,,,,,Frente,196m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/145083-casa-en-venta-de-2-dormitorios-en-villa-biarritz-montevideo,U$S 275.000Venta,2,2,130 m²,,,,Garaje: 2,,,,,,Cocina Definida,,,,,,REJAS,,,,,,,,,
https://www.casasymas.com.uy/propiedad/127393-casa-en-venta-de-2-dormitorios-con-garage-en-aguada-montevideo,U$S 64.000Venta,2,2,106 m²,106m²,106m²,,Garaje: 1,,,Este,Popiedad Horizontal,2,Cocina Integrada,1912,,Acepta Mascotas,,,,,106m²,,,,,,,
https://www.casasymas.com.uy/propiedad/174251-casa-en-venta-de-2-dormitorios-en-villa-espanola-montevideo,U$S 75.000Venta,2,1,190 m²,,190m²,,,,,,,,Cocina Definida,1947,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/151975-casa-de-altos-4-dormitorios-en-pocitos,U$S 180.000Venta,4,2,70 m²,70m²,70m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/160200-casa-en-venta-de-4-dormitorios-con-garage-en-san-nicolas-montevideo,U$S 2.450.000Venta,4,5,1007 m²,363m²,1007m²,Dormitorios en Suite: 4,Garaje: 1,,,,,,Cocina Definida,2018,Jardín,,,Piscina,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/187536-casa-en-venta-de-4-dormitorios-en-cordon-montevideo,U$S 189.000Venta,4,3,,107m²,120m²,,,,,,,2,,1923,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/185236-casa-en-venta-de-2-dormitorios-en-maronas-montevideo,U$S 115.000Venta,2,1,,107m²,187m²,,,,,Sur,,,Cocina Definida,1944,Jardín,Acepta Mascotas,,,,Frente,,,,,,,1,Lavadero
https://www.casasymas.com.uy/propiedad/188157-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 380.000Venta,3,2,300 m²,100m²,300m²,Dormitorios en Suite: 1,Garaje: 2,,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/185268-casa-en-venta-de-2-dormitorios-con-garage-en-atahualpa-montevideo,U$S 245.000Venta,2,1,195 m²,75m²,120m²,,Garaje: 1,,,Oeste,,,Cocina Definida,5,Jardín,Acepta Mascotas,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/158908-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,U$S 1.300.000Venta,3,3,519 m²,223m²,519m²,Dormitorios en Suite: 1,Garaje: 3,,,,,,Cocina Definida,1950,Jardín,,,,,,,,,Patio,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/17110-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.400.000Venta,4,5,,484m²,,,Garaje: 2,,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,Piscina,,,111m²,Dormitorios de Servicio: 1,1,,,,,
https://www.casasymas.com.uy/propiedad/145636-casa-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 315.000Venta,4,2,226 m²,226m²,290m²,,Garaje: 4,,,Oeste,,,,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/119591-casa-en-venta-de-3-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 690.000Venta,3,3,305 m²,180m²,305m²,Dormitorios en Suite: 1,Garaje: 1,,,Este,,,Cocina Definida,1970,,,,,,Frente,,Dormitorios de Servicio: 1,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/174408-casa-en-venta-de-3-dormitorios-en-la-blanqueada-montevideo,U$S 175.000Venta,3,2,95 m²,100m²,95m²,,Garaje: 0,,,Norte,,,,,,,,,,,5m²,,,,,,,
https://www.casasymas.com.uy/propiedad/122090-casa-en-venta-de-3-dormitorios-en-cordon-montevideo,U$S 225.000Venta,3,3,180 m²,,,Dormitorios en Suite: 2,,,Estufa a leña,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/133855-venta-casa-en-cordon-sur-de-3-dormitorios-patio-y-parrillero,U$S 185.000Venta,3,2,100 m²,100m²,100m²,,,Parrillero,,,,2,Cocina Definida,1959,,Acepta Mascotas,,,,,,,,,Muebles,,,
https://www.casasymas.com.uy/propiedad/118711-casa-en-venta-de-4-dormitorios-en-san-nicolas-montevideo,U$S 2.100.000Venta,4,8,,595m²,1268m²,Dormitorios en Suite: 4,,Parrillero,,,,,,,,,UYU 35000,Piscina,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/151589-casa-en-venta-de-5-dormitorios-con-garage-en-colon-montevideo,U$S 115.000Venta,5,3,720 m²,120m²,720m²,,Garaje: 1,,,Norte,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/190418-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 160.000Venta,3,1,146 m²,146m²,554m²,,Garaje: 0,,,Este,,1,,,,,,,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/182295-casa-en-venta-de-5-dormitorios-en-carrasco-norte-montevideo,U$S 780.000Venta,5,4,333 m²,283m²,700m²,Dormitorios en Suite: 1,Cochera: 4,Parrillero,radiadores a gas,Oeste,,2,Cocina Definida,,Jardín,Acepta Mascotas,,Piscina,,,50m²,,,,,,,
https://www.casasymas.com.uy/propiedad/183869-casa-en-venta-de-4-dormitorios-en-union-montevideo,U$S 120.000Venta,4,3,537 m²,206m²,537m²,,,,,Norte,,,Cocina Definida,2000,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/155248-casa-en-venta-de-5-dormitorios-en-cordon-montevideo,U$S 320.000Venta,5,2,119 m²,260m²,119m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/149235-casa-en-venta-de-2-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 268.000Venta,2,2,108 m²,62m²,46m²,,Garaje: 1,,,Norte,,,,1995,,,UYU 1600,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151978-venta-casa-de-altos-ciudad-vieja,U$S 249.500Venta,5,2,309 m²,,309m²,,,,,Sur,,,Cocina Definida,90,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/189214-casa-en-venta-de-5-dormitorios-en-punta-gorda-montevideo,U$S 1.000.000Venta,5,7,527 m²,428m²,527m²,Dormitorios en Suite: 5,Garaje: 3,,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,Piscina,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/146034-venta-terreno-con-construcciones-carrasco-norte-montevideo,U$S 210.000Venta,2,3,1035 m²,450m²,1035m²,,,,,,,,Cocina Definida,1960,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/183499-casa-en-venta-de-3-dormitorios-con-garage-en-prado-montevideo,U$S 330.000Venta,3,2,100 m²,100m²,100m²,,Garaje: 1,,,,,,Cocina Definida,,,,UYU 7000,,,Frente,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/168568-chacra-en-venta-paso-de-la-arena,U$S 120.000Venta,2,1,58490 m²,150m²,58340m²,,Garaje: 2,,,Norte,,,Cocina Definida,2025,,,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/146739-casa-en-venta-de-7-dormitorios-en-tres-cruces-montevideo,U$S 279.000Venta,7,2,131 m²,131m²,,,,,,Este,Popiedad Horizontal,1,Cocina Definida,1923,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151996-venta-de-casa-a-reciclar-en-malvin-norte,U$S 105.000Venta,3,1,,,,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/125665-casa-en-venta-de-4-dormitorios-en-la-blanqueada-montevideo,U$S 320.000Venta,4,4,243 m²,148m²,243m²,,,,,,,,Cocina Definida,2009,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/170976-atencion-inversionista-venta-1-casa-con-garaje-mas-7-apartamentos,U$S 119.000Venta,8,8,280 m²,250m²,280m²,,Garaje: 1,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/140846-casa-en-venta-de-5-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 980.000Venta,5,3,283 m²,220m²,319m²,,Garaje: 1,Parrillero,para refaccionar,Oeste,,2,Cocina Definida,1972,Jardín,Acepta Mascotas,,,,,63m²,,,,,,,
https://www.casasymas.com.uy/propiedad/158774-casa-en-venta-de-9-dormitorios-con-garage-en-parque-rodo-montevideo,U$S 520.000Venta,9,6,254 m²,295m²,254m²,,Garaje: 1,,,,,,Cocina Definida,1,,Acepta Mascotas,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/163951-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 330.000Venta,3,3,106 m²,139m²,,,Garaje: 1,Parrillero,,Sur,,,Cocina Definida,1940,,,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/37015-casa-en-venta-de-4-dormitorios-con-garage-en-carrasco-montevideo,U$S 1.500.000Venta,4,5,519 m²,363m²,519m²,Dormitorios en Suite: 4,Garaje: 1,,,,,,Cocina Definida,1,,,,Piscina,,,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/167656-casa-en-venta-de-1-dormitorio-en-union-montevideo,U$S 39.000Venta,1,1,83 m²,50m²,83m²,,,,,Norte,,1,Cocina Definida,1942,Jardín,Acepta Mascotas,,,,,33m²,,,,,,,
https://www.casasymas.com.uy/propiedad/81410-casa-en-venta-de-4-dormitorios-en-la-blanqueada-montevideo,U$S 205.000Venta,4,2,,71m²,151m²,,,,,Este,,,,1,Jardín,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/160608-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 430.000Venta,3,2,313 m²,130m²,313m²,Dormitorios en Suite: 1,Garaje: 1,,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,,,,,3m,1,
https://www.casasymas.com.uy/propiedad/159405-casa-en-venta-de-3-dormitorios-en-bolivar-montevideo,U$S 225.000Venta,3,,386 m²,151m²,386m²,,Garaje: 2,,,,,,Cocina Definida,1970,,,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/186913-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 530.000Venta,3,2,109 m²,123m²,,Dormitorios en Suite: 1,Cochera: 1,Parrillero,,,,,Cocina Integrada,,Jardín,Acepta Mascotas,,Piscina,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/16490-casa-en-venta-de-3-dormitorios-en-carrasco-este-montevideo,U$S 290.000Venta,3,2,,95m²,,,,,,,,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/170944-casa-en-venta-de-4-dormitorios-en-colon-montevideo,U$S 159.000Venta,4,2,610 m²,183m²,610m²,,Garaje: 3,,,,,,Cocina Definida,1947,Jardín,Acepta Mascotas,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/1719-casa-en-venta-de-3-dormitorios-en-la-aguada-montevideo,U$S 290.000Venta,3,3,165 m²,135m²,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/159085-casa-en-venta-de-8-dormitorios-en-centro-montevideo,U$S 390.000Venta,8,2,239 m²,449m²,239m²,,,,,,,,Cocina Definida,1950,,,,,,,,,,,,3m,1,
https://www.casasymas.com.uy/propiedad/136619-casa-en-venta-en-cordon-montevideo,U$S 1.200.000Venta,Monoambiente,,466 m²,704m²,,,Garaje: 3,,,,,3,,1938,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/166533-casa-en-venta-de-6-dormitorios-con-garage-en-carrasco-montevideo,U$S 2.000.000Venta,6,4,1644 m²,583m²,1644m²,,Garaje: 1,,,,,,Cocina Definida,1997,Jardín,,,Piscina,,,,,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/126384-casa-en-venta-de-3-dormitorios-con-garage-en-cerrito-de-la-victoria-montevideo,U$S 105.000Venta,3,1,65 m²,65m²,,,Garaje: 1,,,Este,,,,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/186258-casa-en-venta-de-4-dormitorios-con-garage-en-parque-batlle-montevideo,U$S 385.000Venta,4,4,247 m²,135m²,247m²,,Garaje: 1,,,,,,Cocina Definida,1,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/185578-venta-casa-5-dormitorios-carrasco-santander-zona-residencial-piscina-barbacoa,U$S 1.500.000Venta,5,6,490 m²,490m²,1935m²,Dormitorios en Suite: 1,Garaje: 3,Parrillero,electrica y hogar,,,,Cocina Definida,1978,Jardín,,,Piscina,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/30559-casa-en-venta-de-5-dormitorios-en-pocitos-montevideo,U$S 298.000Venta,5,3,,152m²,175m²,,,,,Norte,,,,1938,,Acepta Mascotas,,,,Frente,,Dormitorios de Servicio: 1,,,,,1,
https://www.casasymas.com.uy/propiedad/61540-casa-en-venta-de-3-dormitorios-en-palermo-montevideo,U$S 305.000Venta,3,3,216 m²,216m²,216m²,,Garaje: 0,,,Norte,,3,,,,,,,,Frente,,Dormitorios de Servicio: 1,3,,,,,
https://www.casasymas.com.uy/propiedad/53588-venta-casa-en-carrasco-5748-de-5-dormitorios,U$S 730.000Venta,5,4,387 m²,387m²,725m²,,Garaje: 2,,,Este,,,Cocina Definida,1,Jardín,,,Piscina,,Frente,387m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/175376-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 360.000Venta,3,3,,113m²,86m²,Dormitorios en Suite: 1,Cochera: 0,Parrillero,,,,2,,2025,Jardín,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/174932-venta-de-dos-casas-en-un-mismo-padron-en-la-teja,U$S 55.000Venta,4,2,182 m²,108m²,182m²,,,,,,,,Cocina Definida,1959,,,,,,Frente,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/179364-casa-en-venta-de-6-dormitorios-en-prado-montevideo,U$S 360.000Venta,6,5,480 m²,220m²,480m²,,Garaje: 3,,,,,,Cocina Definida,1960,Jardín,Acepta Mascotas,,,,,,,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/190418-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 160.000Venta,3,1,146 m²,146m²,554m²,,Garaje: 0,,,Este,,1,,,,,,,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/158949-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 790.000Venta,4,4,777 m²,361m²,777m²,Dormitorios en Suite: 2,Garaje: 4,,,,,,Cocina Definida,1,,,,Piscina,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/179519-casa-en-venta-de-5-dormitorios-en-pocitos-montevideo,U$S 790.000Venta,5,5,450 m²,307m²,,Dormitorios en Suite: 1,Garaje: 3,Parrillero,losa radiante,Norte,,2,Cocina Integrada,2007,Jardín,Acepta Mascotas,,Piscina,camaras y alarma,,,,,,,,,
https://www.casasymas.com.uy/propiedad/95109-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 2.300.000Venta,4,4,932 m²,611m²,932m²,Dormitorios en Suite: 1,Garaje: 5,,,Sur,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/175191-casa-en-venta-de-3-dormitorios-en-la-blanqueada-montevideo,U$S 185.000Venta,3,1,85 m²,85m²,,,,,,Norte,,,Cocina Definida,88,,,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/64480-casa-en-venta-de-3-dormitorios-en-reducto-montevideo,U$S 175.000Venta,3,1,,,,,Garaje: 0,,,Norte,,,,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/190816-venta-casa-3-dormitorios-carrasco-ayres-polo,U$S 459.000Venta,3,2,232 m²,112m²,,,,,,Norte,,,,,Jardín,Acepta Mascotas,,,,Frente,232m²,,1,Patio,,,,Lavadero
https://www.casasymas.com.uy/propiedad/129850-casa-en-venta-de-5-dormitorios-en-carrasco-montevideo,U$S 890.000Venta,5,3,,220m²,410m²,Dormitorios en Suite: 1,,Parrillero,Losa radiante eléctrica sectorizada,,,2,,,,,$U 11000,Piscina,Seguridad 24hs y Cámaras,,,,,,,,,
https://www.casasymas.com.uy/propiedad/191277-casa-en-venta-de-4-dormitorios-en-buceo-montevideo,U$S 179.900Venta,4,2,,90m²,170m²,,Garaje: 0,,,Norte,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/137351-casa-de-tres-dormitorios-en-venta-en-prado-005,U$S 340.000Venta,3,1,120 m²,16m²,,,Garaje: 2,,,Norte,,2,,,,,UYU 70000,,,Frente,16m²,,2,,,,,
https://www.casasymas.com.uy/propiedad/174124-casa-en-venta-de-2-dormitorios-en-tres-cruces-montevideo,U$S 170.000Venta,2,1,175 m²,107m²,68m²,,,,,Norte,,,Cocina Definida,1955,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/169335-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 860.000Venta,3,3,180 m²,180m²,320m²,,,,,Norte,,,Cocina Definida,2024,Jardín,Acepta Mascotas,UYU 10000,,,Frente,180m²,Dormitorios de Servicio: 1,2,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/111583-casa-en-venta-de-4-dormitorios-en-buceo-montevideo,U$S 180.000Venta,4,1,168 m²,106m²,,,,Parrillero,estufa a leña,,Popiedad Horizontal,2,Cocina Definida,1921,,Acepta Mascotas,,,,,62m²,,,,,,,
https://www.casasymas.com.uy/propiedad/157268-casa-en-venta-de-3-dormitorios-con-garage-en-la-blanqueada-montevideo,U$S 150.000Venta,3,1,80 m²,102m²,65m²,,Garaje: 1,,,Este,,2,,,,,,,,,22m²,,2,,,,,
https://www.casasymas.com.uy/propiedad/140640-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.340.000Venta,4,7,,500m²,1223m²,Dormitorios en Suite: 2,Garaje: 2,Parrillero,Losa radiante,,,,,,Jardín,,,Piscina,"alarma, cámara, rejas",,45m²,,,,,,,
https://www.casasymas.com.uy/propiedad/176730-casa-en-venta-de-10-dormitorios-en-centro-montevideo,U$S 180.000Venta,10,5,,263m²,,,,,,,,,Cocina Definida,1952,,,,,,Frente,,,,,Muebles,,,Lavadero
https://www.casasymas.com.uy/propiedad/183206-venta-casa-y-2-apartamentos-con-renta-activa-en-malvin-norte-vivienda-o-inversion-montevideo,U$S 212.000Venta,3,2,690 m²,160m²,690m²,,Garaje: 1,,,,,,Cocina Definida,1,,,,,,Frente,30m²,Dormitorios de Servicio: 1,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/155545-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 259.900Venta,2,2,92 m²,77m²,,,Cochera: 2,Parrillero,,,Popiedad Horizontal,2,Cocina Integrada,2024,Jardín,,UYU 2000,,,,15m²,,,,,,,
https://www.casasymas.com.uy/propiedad/41675-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,U$S 260.000Venta,2,2,103 m²,85m²,103m²,Dormitorios en Suite: 1,,,,,,,Cocina Definida,,,,UYU 5000,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/479-casa-en-venta-de-4-dormitorios-en-ciudad-vieja-montevideo,U$S 420.000Venta,4,3,522 m²,,225m²,,,,,,,3,,1997,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168146-venta-casa-en-carrasco-mones-roses-y-jamaica-3-dormitorios-y-serviciocon-opcion-a-2-garage,U$S 810.000Venta,3,4,362 m²,195m²,288m²,Dormitorios en Suite: 1,Garaje: 2,Parrillero,,Norte,Popiedad Horizontal,3,Cocina Definida,2025,Jardín,Acepta Mascotas,UYU 15000,Piscina,,,27m²,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/113804-casa-en-venta-de-6-dormitorios-en-parque-batlle-montevideo,U$S 238.000Venta,6,3,222 m²,286m²,222m²,,Garaje: 0,,,Norte,,2,,,,,,,,,143m²,,2,,,,,
https://www.casasymas.com.uy/propiedad/184411-venta-de-casa-4-dormitorios-con-garaje-en-tres-cruces,U$S 349.000Venta,4,2,359 m²,317m²,359m²,,Garaje: 1,,,Norte,,2,,,,,,,,,,,2,,,,,
https://www.casasymas.com.uy/propiedad/110667-casa-en-venta-de-7-dormitorios-en-pocitos-montevideo,U$S 960.000Venta,7,6,648 m²,487m²,161m²,,Garaje: 3,,,,,2,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/123500-casa-en-venta-de-2-dormitorios-en-aires-puros-montevideo,U$S 94.000Venta,2,2,,,,,Garaje: 3,,,Oeste,,1,,,,,,,,Frente,,,1,,,,,
https://www.casasymas.com.uy/propiedad/163886-casa-en-venta-de-2-dormitorios-con-garage-en-belvedere-montevideo,U$S 84.000Venta,2,2,120 m²,90m²,30m²,,Garaje: 1,,,Oeste,,,Cocina Definida,2015,Jardín,Acepta Mascotas,UYU 2000,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/182452-casa-en-venta-de-3-dormitorios-con-garage-en-cordon-montevideo,U$S 380.000Venta,3,3,130 m²,,,Dormitorios en Suite: 1,Garaje: 1,Parrillero,Estufa a leña,,,2,Cocina Definida,,,,,,"camaras de vigilancia, alarma, cerca eléctrica",,,,,,,,,
https://www.casasymas.com.uy/propiedad/142757-casa-en-venta-de-4-dormitorios-con-garage-en-la-comercial-montevideo,U$S 250.000Venta,4,3,310 m²,262m²,,Dormitorios en Suite: 1,Garaje: 1,,"Estufa a leña, aire acondicionado",Norte,,,Cocina Integrada,,,Acepta Mascotas,,,REJAS,,,,,,,,,
