url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Dormitorios Servicio,Dormitorios Suite,Garage,Parrillero,Calefacción,Orientación,Plantas,Cocina,Año de Construcción,Jardín,Acepta Mascotas,Superficie Balcones,Propiedad Horizontal,Seguridad,Piscina,Gastos Comúnes,Altura,Aptos por piso,Disposición,Muebles,Patio,Pisos Edificio,Lavadero,Piso
https://www.casasymas.com.uy/propiedad/205585-oportunidad-pu-con-casa-2-dorm-terreno-la-blanqueada,U$S 259.000Venta,2,1,283 m²,100m²,283m²,,,Garaje: 1,,,,,Cocina Definida,1960,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/204884-casa-en-venta-de-5-dormitorios-en-punta-gorda-montevideo,U$S 599.000Venta,5,4,370 m²,270m²,370m²,,Dormitorios en Suite: 2,Garaje: 6,,,,,Cocina Definida,2015,Jardín,,,,,Piscina,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/204715-excelente-propiedad-en-barrio-lezica-muy-buen-terreno,U$S 380.000Venta,4,2,1475 m²,340m²,1475m²,,,Garaje: 2,,,,,Cocina Definida,2000,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/181490-casa-en-venta-de-3-dormitorios-en-montevideo-montevideo,U$S 350.000Venta,3,2,211 m²,101m²,110m²,,,Garaje: 2,,,Sur,,,,,,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/138003-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 220.000Venta,4,2,,118m²,227m²,,,,,,Oeste,,,1924,,Acepta Mascotas,,,,,,,2,Interior,,,,,
https://www.casasymas.com.uy/propiedad/172756-hermosa-casa-en-venta-en-pocitos,U$S 420.000Venta,3,3,250 m²,250m²,250m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,1933,,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/201724-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 260.000Venta,2,2,89 m²,74m²,89m²,,Dormitorios en Suite: 1,Cochera: 1,Parrillero,"Previsión AA, estufa de alto rendimiento",Norte,2,Cocina Integrada,2025,Jardín,Acepta Mascotas,15m²,Propiedad Horizontal,cerco eléctrico y cámaras de seguridad,,UYU 3000,,,,,,,,
https://www.casasymas.com.uy/propiedad/193388-casa-en-venta,U$S 300.000Venta,1,1,360 m²,360m²,,,,Garaje: 2,,,Sur,,,1,,,360m²,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/81816-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 280.000Venta,3,2,,80m²,,,,Cochera: 0,Parrillero,,,,,,,,19m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/207735-venta-casa-carrasco-4-dormitorios-3-banos,U$S 580.000Venta,4,3,510 m²,270m²,510m²,,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,1968,Jardín,Acepta Mascotas,,,,Piscina,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/84520-casa-en-venta-de-2-dormitorios-en-cerro-montevideo,U$S 65.000Venta,2,1,114 m²,99m²,,,,,,,Norte,1,Cocina Definida,1900,,,15m²,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/206629-casa-en-venta-en-paso-de-la-arena,U$S 119.000Venta,4,2,882 m²,110m²,822m²,,,,Parrillero,Estufa a leña,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/56279-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.030.000Venta,4,4,328 m²,328m²,700m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,Parrillero,,,,Cocina Integrada,,Jardín,Acepta Mascotas,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/194915-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 380.000Venta,3,3,130 m²,,,,Dormitorios en Suite: 1,Cochera: 0,Parrillero,Losa,,2,Cocina Integrada,2024,Jardín,Acepta Mascotas,,Propiedad Horizontal,,,UYU 10000,,,,,,,,
https://www.casasymas.com.uy/propiedad/179687-casa-en-venta-de-3-dormitorios-en-cerro-montevideo,U$S 210.000Venta,3,2,170 m²,,601m²,,,Garaje: 0,Parrillero,,Sur,1,Cocina Definida,1951,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/150431-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 395.000Venta,3,2,88 m²,89m²,88m²,,Dormitorios en Suite: 1,Cochera: 2,,Aire Acondicionado,,2,Cocina Definida,1996,Jardín,,4m²,Propiedad Horizontal,,,UYU 5000,,,,,,,,
https://www.casasymas.com.uy/propiedad/209845-oportunidad-venta-sobre-rivera-a-300mts-montevideo-shopping,U$S 165.000Venta,3,1,140 m²,106m²,140m²,,,,,,,,Cocina Definida,1921,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/205262-venta-casa-3-dormitorios-y-garaje-en-villa-munoz,U$S 164.000Venta,3,2,156 m²,156m²,138m²,,,Garaje: 1,Parrillero,Estufa a leña,,,Cocina Definida,,,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204678-casa-alquilada-con-buena-renta-en-colon,U$S 170.000Venta,2,1,784 m²,80m²,784m²,,,Garaje: 1,,,,,Cocina Definida,1980,Jardín,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/204644-casa-en-venta-en-sayago,U$S 59.000Venta,2,1,150 m²,45m²,150m²,,,,,,,,Cocina Definida,1970,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/132760-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 401.712Venta,3,3,250 m²,114m²,250m²,,Dormitorios en Suite: 1,Cochera: 2,Parrillero,,Norte,2,Cocina Integrada,2025,Jardín,Acepta Mascotas,21m²,Propiedad Horizontal,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/208711-venta-casa-2-dormitorios-con-renta,U$S 93.000Venta,2,1,75 m²,63m²,75m²,,,Garaje: 1,,,,,Cocina Definida,1998,,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/209239-venta-dos-casas-en-el-mismo-padron-en-aires-puros,U$S 370.000Venta,4,3,405 m²,269m²,405m²,,Dormitorios en Suite: 1,Garaje: 1,,,,,Cocina Definida,1987,Jardín,Acepta Mascotas,,,,Piscina,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/138858-casa-en-venta-de-4-dormitorios-en-centro-montevideo,U$S 220.000Venta,4,2,125 m²,125m²,109m²,,,,,,,2,Cocina Definida,,Jardín,Acepta Mascotas,20m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204642-excelente-oportunidad-como-inversion,U$S 150.000Venta,2,,700 m²,150m²,700m²,,,,,,,,Cocina Definida,1960,Jardín,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/189354-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 380.000Venta,3,3,119 m²,107m²,119m²,,Dormitorios en Suite: 1,Cochera: 2,Parrillero,Losa Radiante eléctrica,Este,2,,2025,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/81410-casa-en-venta-de-4-dormitorios-en-la-blanqueada-montevideo,U$S 205.000Venta,4,2,,71m²,151m²,,,,,,Este,,,1,Jardín,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/172472-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 380.000Venta,3,3,207 m²,114m²,207m²,,,,Parrillero,,,,Cocina Integrada,2024,Jardín,,,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/210394-casa-en-venta-gran-predio-en-esquina-con-arbolada-zona-de-colegios-carrasco,U$S 640.000Venta,5,2,218 m²,196m²,899m²,,,Cochera: 2,,,Este,1,Cocina Definida,1956,Jardín,Acepta Mascotas,22m²,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205804-casa-4-dormitorios,U$S 670.000Venta,4,3,494 m²,310m²,494m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,1954,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/189510-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 260.000Venta,3,2,133 m²,118m²,147m²,,,Garaje: 1,Parrillero,Estufa de alto rendimiento,Este,2,Cocina Definida,1972,Jardín,Acepta Mascotas,,Propiedad Horizontal,,,UYU 800,,,,,,,,
https://www.casasymas.com.uy/propiedad/183394-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 380.000Venta,3,2,197 m²,109m²,197m²,,Dormitorios en Suite: 1,,,,,,Cocina Definida,2025,,,,,,,,,,Frente,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/209604-casa-en-venta-ideal-empresas-en-tres-cruces,U$S 250.000Venta,6,3,156 m²,156m²,156m²,,,,,,,,Cocina Definida,1940,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/190292-casa-en-venta-de-4-dormitorios-en-malvin-norte-montevideo,U$S 350.000Venta,4,4,,342m²,570m²,,,,,,Sur,,Cocina Definida,1,,Acepta Mascotas,,,,,,,,Frente,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/194182-casa-en-venta-de-4-dormitorios-en-malvin-montevideo,U$S 540.000Venta,4,4,335 m²,247m²,,,,,Parrillero,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/209552-casa-venta-de-340m2-en-aguada-8-dormitorios-garaje-x2,U$S 300.000Venta,8,3,340 m²,340m²,340m²,,,Garaje: 2,,,,,Cocina Definida,1960,Jardín,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/205931-venta-casa-de-3-dormitorios-en-parque-batlle,U$S 315.000Venta,3,3,174 m²,116m²,174m²,,Dormitorios en Suite: 1,,,,,,Cocina Definida,2024,,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/209493-duplex-de-1-dormitorio-con-terraza-y-parrillero,U$S 120.000Venta,1,1,55 m²,45m²,55m²,,,,,,,,Cocina Definida,2014,,,,,,,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/204880-casa-en-venta-en-punta-gorda-montevideo,U$S 300.000Venta,Monoambiente,,10 m²,,10m²,,,,,,,,Cocina Definida,1990,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/204676-casa-en-venta-en-la-teja-tres-ombues,U$S 49.000Venta,2,1,10 m²,,10m²,,,,,,,,Cocina Definida,1960,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/209214-casa-de-4-dormitorios-en-la-comercial,U$S 175.000Venta,4,1,140 m²,140m²,140m²,,,,,,,,Cocina Definida,1987,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/205575-venta-prado-gran-casa-de-2-dorm-2-banos-parrillero,U$S 138.000Venta,2,2,120 m²,73m²,120m²,Dormitorios de Servicio: 1,,Garaje: 1,,,,,Cocina Definida,1980,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/208663-vendo-casa-de-4-dormitorios-en-malvin,U$S 370.000Venta,6,3,10 m²,,10m²,,,Garaje: 1,,,,,Cocina Definida,1957,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/172496-casa-en-venta-de-3-dormitorios-en-parques-montevideo,U$S 980.000Venta,3,3,495 m²,201m²,495m²,,Dormitorios en Suite: 1,Cochera: 2,Parrillero,LOSA RADIANTE,Este,,Cocina Definida,2024,Jardín,,,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204679-casa-y-deposito-alquilados-ideal-para-renta,U$S 190.000Venta,2,,1140 m²,170m²,1140m²,,,Garaje: 1,,,,,Cocina Definida,1965,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/195129-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 219.500Venta,2,2,,75m²,90m²,,,,,,Norte,,,1,Jardín,Acepta Mascotas,,,,,,,1,Interior,,,,,
https://www.casasymas.com.uy/propiedad/205015-venta-casa-4-dormitorios-union,U$S 209.000Venta,4,1,305 m²,157m²,305m²,,,Garaje: 1,Parrillero,,,1,Cocina Definida,1939,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204724-excelente-propiedad-en-venta-con-muy-buena-renta,U$S 430.000Venta,6,5,370 m²,350m²,370m²,,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,1986,,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/205182-venta-casa-en-colon,U$S 150.000Venta,3,2,610 m²,112m²,610m²,,,Cochera: 0,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204680-a-una-cuadra-de-av-garzon-y-a-una-de-av-lezica,U$S 115.000Venta,2,,320 m²,100m²,320m²,,,Garaje: 1,,,,,Cocina Definida,1975,,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/79563-vendo-casa-de-2-dormitorios-en-paso-molino,U$S 107.000Venta,2,1,107 m²,132m²,107m²,,,,,,Este,2,Cocina Definida,1940,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/15031-casa-en-venta-de-6-dormitorios-con-garage-en-centro-montevideo,U$S 900.000Venta,6,5,315 m²,1071m²,315m²,Dormitorios de Servicio: 1,,Garaje: 1,,,,,Cocina Definida,,,,,,,,,,,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/200111-propiedad-a-reciclar-con-gran-versatilidad-comercial,U$S 700.000Venta,7,3,935 m²,,,,,,,,,,,1910,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151788-casa-en-venta-de-4-dormitorios-en-malvin-montevideo,U$S 450.000Venta,4,2,,232m²,456m²,,,,,,Este,,Cocina Definida,1958,Jardín,Acepta Mascotas,,,,,,,2,Frente,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/203101-casa-en-venta-punta-carretas,U$S 320.000Venta,3,2,114 m²,114m²,75m²,,,Garaje: 1,,,,,Cocina Definida,1927,,,114m²,,,,,,,Frente,,Patio,,,
https://www.casasymas.com.uy/propiedad/133385-venta-de-casa-de-altos-en-cordon,U$S 200.000Venta,3,1,144 m²,144m²,,,,,,,,,,,,,144m²,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/181506-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 620.000Venta,4,3,500 m²,175m²,325m²,,,Garaje: 4,,,Oeste,,Cocina Definida,,,,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/208341-avenida-de-las-americas-venta-casa-3-dormitorios,U$S 1.400.000Venta,3,3,1170 m²,440m²,1170m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 3,Garaje: 2,,,,,Cocina Definida,1998,Jardín,,,,,Piscina,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/206177-venta-casa-en-ramon-marquez-con-gran-terreno,U$S 180.000Venta,5,3,379 m²,379m²,379m²,,,,,,,,Cocina Definida,2003,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/190808-venta-casa-3-dormitorios-carrasco-ayres-polo,U$S 439.000Venta,3,2,212 m²,112m²,,,,,,,Norte,,,,Jardín,Acepta Mascotas,212m²,,,,,,,Frente,,Patio,2,Lavadero,
https://www.casasymas.com.uy/propiedad/205227-venta-casa-4-dormitorios-patio-y-parrillero-en-villa-munoz,U$S 135.000Venta,4,1,,120m²,140m²,,,,Parrillero,,,,Cocina Definida,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205573-venta-casa-a-reciclar-3-dormitorios-jacinto-vera,U$S 99.000Venta,3,1,104 m²,104m²,104m²,,,,,,,,Cocina Definida,1990,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/209243-casa-3-dormitorios-con-amplio-terreno,U$S 155.000Venta,3,1,2500 m²,86m²,2500m²,,,Garaje: 5,,,,,Cocina Definida,1961,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/175376-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 380.000Venta,3,3,,113m²,86m²,,Dormitorios en Suite: 1,Cochera: 0,Parrillero,,,2,,2025,Jardín,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/209194-venta-casa-en-lezica-7-dormitorios,U$S 530.000Venta,7,5,532 m²,532m²,532m²,,,Garaje: 1,,,,,Cocina Definida,1955,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/172421-casa-en-venta-de-6-dormitorios-en-carrasco-montevideo,U$S 1.600.000Venta,6,5,1531 m²,600m²,1531m²,Dormitorios de Servicio: 2,Dormitorios en Suite: 3,Garaje: 4,Parrillero,Gas,,,,1920,Jardín,,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/179687-casa-en-venta-de-3-dormitorios-en-cerro-montevideo,U$S 210.000Venta,3,2,170 m²,,601m²,,,Garaje: 0,Parrillero,,Sur,1,Cocina Definida,1951,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204866-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,U$S 1.180.000Venta,4,5,704 m²,500m²,704m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 3,Garaje: 6,,,,,Cocina Definida,2020,Jardín,,,,,Piscina,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/168276-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 690.000Venta,3,3,250 m²,130m²,250m²,,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,2025,Jardín,Acepta Mascotas,,,,Piscina,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/191593-casa-en-venta-de-5-dormitorios-en-ciudad-vieja-montevideo,U$S 410.000Venta,5,3,722 m²,722m²,722m²,,,Garaje: 10,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/182580-casa-en-venta-de-4-dormitorios-en-buceo-montevideo,U$S 780.000Venta,4,4,320 m²,237m²,100m²,,,Garaje: 2,Parrillero,,,3,Cocina Definida,2002,Jardín,Acepta Mascotas,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205080-venta-casa-2-dormitorios-escritorio-belvedere,U$S 130.000Venta,2,1,349 m²,156m²,349m²,,,Cochera: 1,Parrillero,,,,Cocina Definida,1962,Jardín,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204683-casa-gje-galpon-de-220-m2-y-terreno-de-1475-m2,U$S 230.000Venta,2,1,1475 m²,380m²,1475m²,,,Garaje: 2,,,,,Cocina Definida,1990,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/181495-casa-en-venta-de-3-dormitorios-en-prado-montevideo,U$S 360.000Venta,3,2,218 m²,123m²,95m²,,,Garaje: 2,,,Sur,,Cocina Definida,,Jardín,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/172441-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 430.000Venta,3,2,250 m²,150m²,250m²,,,Garaje: 1,Parrillero,aire acondicionado,,2,Cocina Definida,2000,Jardín,,,Propiedad Horizontal,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/193907-venta-casa-clasica-3-dormitorios-escritorio-pocitos-ref-1877,U$S 595.000Venta,3,4,222 m²,176m²,128m²,,Dormitorios en Suite: 2,Garaje: 1,Parrillero,Losa radiante por bomba de calor,Este,2,Cocina Definida,1930,,,18m²,,,,,,8,Frente,,,17,,10
https://www.casasymas.com.uy/propiedad/188596-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-este-montevideo,U$S 365.000Venta,3,3,157 m²,98m²,59m²,,,Garaje: 1,,,Sur,,,1,,,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/209523-venta-casa-de-altos-de-74m2-en-union,U$S 120.000Venta,3,1,74 m²,74m²,74m²,,,,,,,,Cocina Definida,1950,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/125800-venta-casa-xigna-x4-triplex-design-homes-en-barrio-parques,U$S 1.090.000Venta,3,4,302.4 m²,222m²,1413m²,,Dormitorios en Suite: 1,Garaje: 2,Parrillero,losa radiante - bomba de calor,,3,,2024,Jardín,,80m²,Propiedad Horizontal,CCTV,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205931-venta-casa-de-3-dormitorios-en-parque-batlle,U$S 315.000Venta,3,3,174 m²,116m²,174m²,,Dormitorios en Suite: 1,,,,,,Cocina Definida,2024,,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/204654-casa-en-conciliacion,U$S 70.000Venta,2,1,445 m²,70m²,445m²,,,,,,,,Cocina Definida,1960,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/204688-casa-en-venta-en-colon-esta-alquilada,U$S 78.000Venta,3,1,80 m²,50m²,80m²,,,,,,,,Cocina Definida,1970,,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/1326-casa-en-venta-de-7-dormitorios-en-carrasco-montevideo,U$S 625.000Venta,7,4,813 m²,300m²,813m²,,Dormitorios en Suite: 1,Garaje: 2,Parrillero,A gas,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/208698-venta-o-alquiler-de-residencia-en-el-prado-6-dormitorios,U$S 895.000Venta,6,6,774 m²,458m²,774m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 4,Garaje: 5,,,,,Cocina Definida,1920,Jardín,,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/209535-venta-casa-4-dor-estar-c-hogar-fondo-con-parrill-gje-x3,U$S 1.290.000Venta,4,4,339 m²,346m²,339m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 3,,,,,Cocina Definida,2010,Jardín,,,,,,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/205575-venta-prado-gran-casa-de-2-dorm-2-banos-parrillero,U$S 138.000Venta,2,2,120 m²,73m²,120m²,Dormitorios de Servicio: 1,,Garaje: 1,,,,,Cocina Definida,1980,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/133348-zona-colegios-casa-en-venta-3-dormitorios,U$S 200.000Venta,3,2,116 m²,116m²,308m²,,,,,,Este,,,,Jardín,,116m²,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/172496-casa-en-venta-de-3-dormitorios-en-parques-montevideo,U$S 980.000Venta,3,3,495 m²,201m²,495m²,,Dormitorios en Suite: 1,Cochera: 2,Parrillero,LOSA RADIANTE,Este,,Cocina Definida,2024,Jardín,,,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204669-casa-a-la-venta-en-barrio-lezica-gran-terreno,U$S 138.000Venta,2,1,1140 m²,100m²,1140m²,,,,,,,,Cocina Definida,1975,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/201502-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 1.690.000Venta,3,4,,240m²,973m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,,Parrillero,,Oeste,2,Cocina Definida,2009,Jardín,,,,,Piscina,UYU 26000,,,,,,,,
https://www.casasymas.com.uy/propiedad/1296-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 390.000Venta,3,,,155m²,250m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,,Parrillero,,,,,,Jardín,Acepta Mascotas,,,,Piscina,$U 6000,,,,,,,,
https://www.casasymas.com.uy/propiedad/206076-casa-y-local-prox-centros-comerciales,U$S 189.000Venta,2,2,135 m²,135m²,135m²,,,Garaje: 3,,,,,Cocina Definida,1997,,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/204702-casa-en-venta-a-dos-cuadras-de-brbatlle-o-ordonez,U$S 119.000Venta,3,2,350 m²,120m²,350m²,,Dormitorios en Suite: 1,Garaje: 3,,,,,Cocina Definida,1975,,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/208626-ubicacion-de-privilegio-a-pasos-del-golf-con-fondo,U$S 980.000Venta,4,3,456 m²,331m²,456m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 3,Garaje: 3,,,,,Cocina Definida,1950,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/209619-casa-en-venta-en-malvin-ideal-para-construccion,U$S 230.000Venta,Monoambiente,,445 m²,445m²,445m²,,,,,,,,,2025,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/204715-excelente-propiedad-en-barrio-lezica-muy-buen-terreno,U$S 380.000Venta,4,2,1475 m²,340m²,1475m²,,,Garaje: 2,,,,,Cocina Definida,2000,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/181490-casa-en-venta-de-3-dormitorios-en-montevideo-montevideo,U$S 350.000Venta,3,2,211 m²,101m²,110m²,,,Garaje: 2,,,Sur,,,,,,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/111220-venta-con-renta-casa-3-dormitorios-carrasco-montevideo,U$S 750.000Venta,3,3,172 m²,142m²,172m²,,,,,,Oeste,,,1,Jardín,,172m²,,,,,,,Frente,,Patio,1,,
https://www.casasymas.com.uy/propiedad/204861-casa-en-venta-de-4-dormitorios-en-malvin-norte-montevideo,U$S 470.000Venta,4,4,1100 m²,258m²,1100m²,,,Garaje: 4,,,,,Cocina Definida,1960,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/103813-casa-en-venta-de-2-dormitorios-en-prado-montevideo,U$S 280.000Venta,2,1,150 m²,170m²,150m²,Dormitorios de Servicio: 1,,,,,,,Cocina Definida,,,,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/208609-nexo-muy-buena-propiedad-totalmente-reciclada,U$S 370.000Venta,8,6,365 m²,275m²,365m²,,,Garaje: 3,,,,,Cocina Definida,1940,Jardín,,,,,,,3m,1,,,,,,
