url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Dormitorios Suite,Garage,Parrillero,Calefacción,Muebles,Orientación,Plantas,Año de Construcción,Seguridad,Jardín,Acepta Mascotas,Dormitorios Servicio,Piscina,Cocina,Popiedad Horizontal,Gastos Comúnes,Patio,Superficie Balcones,Disposición,Pisos Edificio,Lavadero,Altura,Aptos por piso,Ascensor,Piso
https://www.casasymas.com.uy/propiedad/79982-casa-en-venta-de-5-dormitorios-en-ciudad-vieja-montevideo,U$S 249.500Venta,5,2,297 m²,,309m²,,Garaje: 0,,,,Sur,1,,,,,,,,,,,,Frente,1,,,,,
https://www.casasymas.com.uy/propiedad/174669-casa-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 395.000Venta,4,2,345 m²,185m²,160m²,,Garaje: 4,,,,Sur,,1975,,Jardín,Acepta Mascotas,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/194332-casa-en-venta-en-palermo-montevideo,U$S 187.000Venta,Monoambiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/111111-casa-en-venta-de-4-dormitorios-en-parque-batlle-montevideo,U$S 1.090.000Venta,4,3,606 m²,463m²,606m²,Dormitorios en Suite: 2,Garaje: 2,Parrillero,,,Este,2,1948,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/185266-casa-en-venta-de-2-dormitorios-en-brazo-oriental-montevideo,U$S 160.000Venta,2,1,170 m²,135m²,35m²,,,,,,Norte,,1965,,Jardín,Acepta Mascotas,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/139087-casa-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 1.500.000Venta,4,6,1100 m²,550m²,550m²,,Garaje: 2,,,,Oeste,,2015,,Jardín,Acepta Mascotas,,Piscina,Cocina Definida,,,Patio,,,,,,,,
https://www.casasymas.com.uy/propiedad/89923-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,U$S 398.000Venta,4,2,190 m²,143m²,195m²,,Garaje: 6,,,,Este,2,,,,,,,,,,,,Frente,2,,,,,
https://www.casasymas.com.uy/propiedad/124805-casa-en-venta-de-5-dormitorios-con-garage-en-laguna-del-diario-maldonado,U$S 570.000Venta,5,3,2420 m²,,2420m²,Dormitorios en Suite: 1,Garaje: 1,,,Muebles,Norte,,1,,,,,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/182440-muy-buen-padron-en-carrasco-norte,U$S 420.000Venta,3,3,211 m²,211m²,525m²,Dormitorios en Suite: 1,Garaje: 1,Parrillero,Tiro balanceado y estufa a leña,,Este,2,1967,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,Cocina Integrada,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/183940-casa-en-venta-de-3-dormitorios-con-garage-en-prado-montevideo,U$S 325.000Venta,3,2,120 m²,97m²,23m²,,Garaje: 1,,,,Oeste,,2000,,Jardín,Acepta Mascotas,,,Cocina Definida,,UYU 12000,Patio,,,,,,,,
https://www.casasymas.com.uy/propiedad/132691-casa-en-alquiler-y-venta-3-dormitorios-con-parrillero-y-gran-jardin-en-huertas-de-los-horneros-canelones,U$S 580.000Venta,3,3,161 m²,141m²,649m²,Dormitorios en Suite: 1,Cochera: 2,Parrillero,Gas,,Norte,1,2023,24hs,Jardín,Acepta Mascotas,,,Cocina Integrada,,$U 11977,,20m²,,,,,,,
https://www.casasymas.com.uy/propiedad/168606-venta-de-gran-padron-con-2-viviendas-en-san-jose-de-carrasco,U$S 320.000Venta,4,3,720 m²,218m²,720m²,Dormitorios en Suite: 1,Garaje: 1,,,,Oeste,,1995,,,,,,Cocina Definida,,,,39m²,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/129000-casa-en-venta-de-3-dormitorios-en-sauce-de-portezuelo-maldonado,U$S 285.000Venta,3,2,,,,Dormitorios en Suite: 1,,,,,,,,,,,,Piscina,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/125821-casa-en-venta-de-2-dormitorios-en-piriapolis-maldonado,U$S 156.000Venta,2,2,,87m²,350m²,Dormitorios en Suite: 1,,Parrillero,,,,,,,,,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/117211-casa-en-venta-de-2-dormitorios-en-pinamar-canelones,U$S 139.000Venta,2,1,420 m²,60m²,420m²,,,Parrillero,,Muebles,Este,1,2023,,Jardín,Acepta Mascotas,,,Cocina Integrada,Popiedad Horizontal,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/187555-casa-en-venta-de-4-dormitorios-en-cavas-de-la-tahona-canelones,U$S 598.000Venta,4,4,835 m²,265m²,835m²,Dormitorios en Suite: 1,,,,,Norte,,,,,,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,95m²,,,,,,,
https://www.casasymas.com.uy/propiedad/75660-casa-en-venta-de-3-dormitorios-en-la-paloma-rocha,U$S 570.000Venta,3,2,,185m²,1107m²,,Cochera: 2,Parrillero,Estufa a Leña y A/A,Muebles,Sur,3,1995,Alarma,,,Dormitorios de Servicio: 1,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160639-casa-en-venta-de-2-dormitorios-en-barra-de-carrasco-canelones,U$S 179.000Venta,2,1,10 m²,97m²,10m²,,,,,,,,2000,,,Acepta Mascotas,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/66103-casa-en-venta-de-3-dormitorios-en-punta-colorada-maldonado,U$S 440.000Venta,3,2,600 m²,145m²,600m²,,,,,,Este,,1,,,,,Piscina,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/141074-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 278.000Venta,3,2,145 m²,106m²,,Dormitorios en Suite: 1,Garaje: 1,Parrillero,,,Este,2,1940,,Jardín,Acepta Mascotas,,,Cocina Integrada,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/1515-casa-en-venta-de-3-dormitorios-en-paysandu-paysandu,U$S 379.000Venta,3,3,188 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/66552-casa-en-alquiler-y-venta-de-6-dormitorios-en-carrasco-norte-montevideo,U$S 1.700.000Venta,6,6,10143 m²,648m²,10143m²,Dormitorios en Suite: 1,Garaje: 4,Parrillero,Bomba a gasoil nueva,,Oeste,2,1946,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/185878-venta-casa-de-3-dormitorios-2-banos-y-cochera-en-malvin,U$S 329.990Venta,3,2,168 m²,146m²,,,,,,,Oeste,3,1963,,Jardín,Acepta Mascotas,,,,Popiedad Horizontal,,,168m²,Frente,3,,,,,
https://www.casasymas.com.uy/propiedad/15883-casa-en-venta-de-2-dormitorios-con-garage-en-ocean-park-maldonado,U$S 150.000Venta,2,2,669 m²,104m²,669m²,,Cochera: 1,Parrillero,,,,2,,,Jardín,Acepta Mascotas,,,Cocina Integrada,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/100461-casa-en-venta-de-3-dormitorios-con-garage-en-playa-mansa-maldonado,U$S 550.000Venta,3,3,220 m²,,450m²,,Garaje: 1,,,,Norte,2,,,,,,,,,,,,,2,,,,,
https://www.casasymas.com.uy/propiedad/181483-casa-en-venta-de-3-dormitorios-en-santa-bernardita-durazno,U$S 410.000Venta,3,1,1263 m²,202m²,1061m²,,Garaje: 2,,,,Sur,,,,Jardín,,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/67057-casa-en-venta-de-3-dormitorios-con-garage-en-punta-colorada-maldonado,U$S 690.000Venta,3,4,780 m²,207m²,780m²,Dormitorios en Suite: 1,Garaje: 1,,,,Oeste,,1,,,,,Piscina,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/100337-casa-en-venta-de-3-dormitorios-en-balneario-buenos-aires-maldonado,U$S 350.000Venta,3,2,160 m²,,420m²,,Garaje: 2,,,,Norte,2,,,,,,Piscina,,,,,,,2,,,,,
https://www.casasymas.com.uy/propiedad/124426-casa-en-venta-de-3-dormitorios-con-garage-en-atahualpa-montevideo,U$S 278.000Venta,3,2,136 m²,96m²,,,Garaje: 1,Parrillero,"Aire acondicionado, estufa a leña.",,,,,Cámaras de seguridad y alarma,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/15286-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 270.000Venta,3,1,,97m²,,,,,,,,,2023,,,,,Piscina,Cocina Definida,,UYU 12000,,13m²,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/173471-venta-casa-carrasco-norte,U$S 380.000Venta,3,3,113 m²,108m²,200m²,Dormitorios en Suite: 1,Cochera: 1,Parrillero,,,Este,2,2025,,Jardín,Acepta Mascotas,,,Cocina Definida,Popiedad Horizontal,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/35070-casa-en-alquiler-y-venta-de-4-dormitorios-en-la-barra-maldonado,U$S 594.000Venta,4,3,720 m²,170m²,720m²,Dormitorios en Suite: 1,,,,,,,,,,,,Piscina,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/539-casa-en-venta-de-4-dormitorios-en-punta-rubia-rocha,ConsultarVenta,4,3,189 m²,,598m²,,Garaje: 3,Parrillero,,,,,,,Jardín,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/515-casa-en-venta-de-2-dormitorios-en-colonia-del-sacramento-colonia,U$S 650.000Venta,2,2,194 m²,,362m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/202181-casa-en-venta-de-2-dormitorios-en-prado-montevideo,U$S 155.000Venta,2,1,57 m²,49m²,57m²,,,,,,,,1989,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/138359-casa-en-venta-de-4-dormitorios-en-vinedos-de-la-tahona-canelones,U$S 720.000Venta,4,5,1100 m²,320m²,1100m²,Dormitorios en Suite: 4,Garaje: 2,Parrillero,"losa radiante, estufa a leña y aire acondicionado",,Oeste,1,2014,24 horas,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/118320-casa-en-venta-de-5-dormitorios-con-garage-en-brazo-oriental-montevideo,U$S 255.000Venta,5,4,220 m²,180m²,220m²,,Garaje: 1,,,,Norte,,1940,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/194215-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 810.000Venta,4,,,163m²,,,,,,,,,,,,,,,,,UYU 1100,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168615-chacra-en-venta-melilla,U$S 159.000Venta,3,1,51751 m²,90m²,51661m²,,Garaje: 1,,,,Norte,,2025,,,,,,Cocina Definida,,,Patio,,,,,,,,
https://www.casasymas.com.uy/propiedad/183834-venta-de-casa-y-apartamento-8-dormitorios-zona-la-comercial,U$S 235.000Venta,8,3,179 m²,293m²,,,Garaje: 1,,,,Norte,,,,,,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151975-casa-de-altos-4-dormitorios-en-pocitos,U$S 180.000Venta,4,2,70 m²,70m²,70m²,,,,,,,,,,,,,,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/198599-casa-en-venta-de-3-dormitorios-en-el-pinar-canelones,U$S 650.000Venta,3,3,2000 m²,265m²,2000m²,Dormitorios en Suite: 1,,,,,Sur,,1995,,,,,Piscina,Cocina Definida,,,,,Interior,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/168151-casa-en-venta-de-2-dormitorios-con-garage-en-real-de-san-carlos-colonia,U$S 88.500Venta,2,1,50 m²,50m²,,,Garaje: 1,,,,Norte,1,,,,,,,,,,,,Frente,1,,,,,
https://www.casasymas.com.uy/propiedad/160279-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 695.000Venta,4,3,409 m²,293m²,409m²,Dormitorios en Suite: 1,Garaje: 2,,,,,,1,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,,Cocina Definida,,,,,,,,3m,1,,
https://www.casasymas.com.uy/propiedad/178100-casa-en-venta-de-5-dormitorios-con-garage-en-atlantida-canelones,U$S 309.000Venta,5,4,600 m²,350m²,600m²,,Garaje: 1,,,Muebles,,,1990,,Jardín,Acepta Mascotas,,Piscina,Cocina Definida,,,,,,,,3m,1,,
https://www.casasymas.com.uy/propiedad/170091-casa-en-venta-de-2-dormitorios-en-piriapolis-maldonado,U$S 90.000Venta,2,1,190 m²,55m²,190m²,,,,,,,,2017,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/176868-casa-en-venta-de-3-dormitorios-en-vinedos-de-la-tahona-canelones,U$S 600.000Venta,3,3,250 m²,,1100m²,,Garaje: 2,,,,Norte,2,,,,,,,,,UYU 15000,,,Frente,2,,,,,
https://www.casasymas.com.uy/propiedad/197676-casa-en-venta-de-5-dormitorios-en-punta-del-este-maldonado,U$S 800.000Venta,5,5,300 m²,350m²,1000m²,,,,,,,,,,,,,,Cocina Definida,,UYU 100,Patio,300m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/33728-casa-en-alquiler-y-venta-de-4-dormitorios-en-montoya-maldonado,U$S 1.800.000Venta,4,3,1730 m²,400m²,1730m²,Dormitorios en Suite: 2,,,,,,,1982,,,,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/105143-casa-en-venta-de-2-dormitorios-con-garage-en-playa-mansa-maldonado,U$S 195.000Venta,2,2,76 m²,63m²,,,Garaje: 1,,,,Norte,2,,,,,,,,,,,,Frente,2,,,,,
https://www.casasymas.com.uy/propiedad/133970-casa-en-venta-de-2-dormitorios-con-garage-en-marindia-canelones,U$S 155.000Venta,2,1,900 m²,90m²,900m²,,Garaje: 1,,,,Sur,,1970,,,,Dormitorios de Servicio: 1,,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/85929-venta-casa-tres-dormitorios-en-parque-miramar-01b,U$S 275.000Venta,3,1,99 m²,99m²,,,Garaje: 1,,,,Norte,,,,,,,,,,UYU 12000,,,Contrafrente,,,,,,
https://www.casasymas.com.uy/propiedad/174167-casa-en-venta-de-6-dormitorios-en-maldonado-maldonado,U$S 580.000Venta,6,5,420 m²,420m²,,,Garaje: 2,,,Muebles,Norte,,2000,,Jardín,Acepta Mascotas,,Piscina,Cocina Definida,,,Patio,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/161607-casa-en-venta-de-2-dormitorios-con-garage-en-los-pinos-colonia,U$S 90.000Venta,2,1,525 m²,90m²,525m²,,Garaje: 1,,,,,,2005,,Jardín,Acepta Mascotas,,,Cocina Definida,,,Patio,,,,,3m,1,,
https://www.casasymas.com.uy/propiedad/170612-casa-en-venta-de-2-dormitorios-en-punta-colorada-maldonado,U$S 148.000Venta,2,2,350 m²,76m²,350m²,,,,,,,,2024,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/65438-casa-en-venta-de-5-dormitorios-con-garage-en-carrasco-montevideo,U$S 850.000Venta,5,4,612 m²,612m²,851m²,,Garaje: 1,,Central,,Norte,2,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151526-venta-casa-3-dormitorios-en-cerrito-de-la-victoria,U$S 80.000Venta,3,2,93 m²,93m²,93m²,,,,,,Sur,,,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/197889-casa-en-venta-de-3-dormitorios-con-garage-en-parque-de-solymar-canelones,U$S 240.000Venta,3,1,528 m²,98m²,528m²,,Garaje: 1,,,,,,1,,,,,,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/183581-casa-en-venta-de-2-dormitorios-en-belvedere-montevideo,U$S 70.000Venta,2,1,64 m²,41m²,23m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/94648-casa-en-venta-de-3-dormitorios-con-garage-en-playa-mansa-maldonado,U$S 600.000Venta,3,2,693 m²,264m²,693m²,Dormitorios en Suite: 1,Garaje: 1,,,,,,,,,,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/22572-casa-en-venta-de-4-dormitorios-con-garage-en-punta-ballena-maldonado,U$S 1.850.000Venta,4,6,527 m²,,527m²,Dormitorios en Suite: 3,Garaje: 1,Parrillero,,,,,,,Jardín,Acepta Mascotas,,Piscina,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/189667-casa-en-venta-de-4-dormitorios-en-solymar-canelones,U$S 320.000Venta,4,3,720 m²,224m²,720m²,,,,,,Este,,,,,,,,,,,,720m²,Frente,1,,,,,
https://www.casasymas.com.uy/propiedad/59781-casa-en-alquiler-y-venta-de-3-dormitorios-en-playa-mansa-maldonado,U$S 540.000Venta,3,3,1042 m²,,1042m²,,,,,,,,,,,,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/155545-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 259.900Venta,2,2,92 m²,77m²,,,Cochera: 2,Parrillero,,,,2,2024,,Jardín,,,,Cocina Integrada,Popiedad Horizontal,UYU 2000,,15m²,,,,,,,
https://www.casasymas.com.uy/propiedad/187673-casa-en-venta-de-4-dormitorios-con-garage-en-maldonado-maldonado,U$S 145.000Venta,4,1,,100m²,300m²,,Garaje: 1,Parrillero,,,,1,,,,Acepta Mascotas,,,Cocina Integrada,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/123270-casa-en-venta-de-3-dormitorios-en-punta-del-este-maldonado,U$S 369.000Venta,3,2,769 m²,191m²,769m²,Dormitorios en Suite: 1,,,,Muebles,,,,,,,,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/146428-casa-en-venta-de-4-dormitorios-en-playa-mansa-maldonado,U$S 880.000Venta,4,3,,200m²,2000m²,,Garaje: 0,,,,Este,2,,,,,,Piscina,,,,,,Frente,2,,,,,
https://www.casasymas.com.uy/propiedad/110230-casa-en-venta-de-4-dormitorios-en-la-barra-maldonado,U$S 640.000Venta,4,3,5000 m²,185m²,5000m²,Dormitorios en Suite: 2,,,,Muebles,,,,,,,,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/170682-casa-en-venta-de-3-dormitorios-en-punta-fria-maldonado,U$S 170.000Venta,3,2,176 m²,73m²,176m²,,,,,,,,2022,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/14006-casa-en-alquiler-y-venta-de-5-dormitorios-en-el-chorro-maldonado,U$S 370.000Venta,5,5,800 m²,130m²,800m²,Dormitorios en Suite: 4,,Parrillero,Aire acondicionado,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/174454-casa-en-venta-de-3-dormitorios-en-pinares-maldonado,U$S 260.000Venta,3,3,631 m²,147m²,631m²,Dormitorios en Suite: 1,Garaje: 2,,,,,,1994,,Jardín,Acepta Mascotas,,Piscina,Cocina Definida,,,,,,,Lavadero,3m,1,,
https://www.casasymas.com.uy/propiedad/169828-casa-en-venta-de-3-dormitorios-en-playa-grande-maldonado,U$S 280.000Venta,3,2,631 m²,140m²,631m²,,,,,,,,2002,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/169862-casa-en-venta-de-2-dormitorios-en-bella-vista-maldonado,U$S 135.000Venta,2,2,53 m²,53m²,53m²,,,,,,,,,,,,,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/158939-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,U$S 315.000Venta,3,,894 m²,,894m²,,,,,,,,1,,Jardín,,,,Cocina Definida,,,,,,,Lavadero,3m,1,,
https://www.casasymas.com.uy/propiedad/143545-casa-en-venta-de-3-dormitorios-en-lagomar-canelones,U$S 290.000Venta,3,2,215 m²,90m²,215m²,,,Parrillero,,Muebles,Sur,2,2024,,Jardín,Acepta Mascotas,,,Cocina Integrada,Popiedad Horizontal,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/131915-casa-en-venta-de-1-dormitorio-en-santa-monica-maldonado,U$S 150.000Venta,1,1,35 m²,35m²,550m²,,Garaje: 0,,,,Este,1,,,,,,,,,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/16374-casa-en-venta-de-2-dormitorios-en-santa-monica-maldonado,U$S 170.000Venta,2,2,420 m²,76m²,420m²,Dormitorios en Suite: 1,,Parrillero,Estufa a leña,,,,,,Jardín,Acepta Mascotas,,,Cocina Integrada,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/199440-casa-en-venta-de-2-dormitorios-con-garage-en-medanos-de-solymar-canelones,U$S 215.000Venta,2,1,440 m²,80m²,,,Garaje: 1,Parrillero,,,Este,1,1975,rejas,Jardín,Acepta Mascotas,,,Cocina Integrada,Popiedad Horizontal,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/28066-casa-en-venta-de-4-dormitorios-en-san-rafael-maldonado,U$S 890.000Venta,4,4,3000 m²,460m²,3000m²,Dormitorios en Suite: 1,,,,,,,,,,,,Piscina,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/117356-casa-en-alquiler-y-venta-de-5-dormitorios-con-garage-en-manantiales-maldonado,U$S 2.500.000Venta,5,4,1350 m²,400m²,1350m²,,Garaje: 1,,,Muebles,,,,,,,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/163083-casa-en-venta-de-3-dormitorios-en-punta-carretas-montevideo,U$S 310.000Venta,3,3,175 m²,145m²,30m²,,Garaje: 2,,,,Norte,,80,,,Acepta Mascotas,,,Cocina Definida,,UYU 3000,,,,,,,,,
https://www.casasymas.com.uy/propiedad/61779-casa-en-venta-de-6-dormitorios-en-punta-ballena-maldonado,U$S 3.900.000Venta,6,6,44132 m²,1200m²,44132m²,Dormitorios en Suite: 3,,,,,,,1993,,,,Dormitorios de Servicio: 1,Piscina,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/130450-casa-en-venta-de-4-dormitorios-con-garage-en-pinar-del-faro-maldonado,U$S 900.000Venta,4,3,290 m²,290m²,1000m²,,Garaje: 1,,,,Este,1,,,,,Dormitorios de Servicio: 1,,,,,,100m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/40876-casa-en-venta-de-5-dormitorios-en-pinares-maldonado,U$S 295.000Venta,5,2,1000 m²,200m²,1000m²,Dormitorios en Suite: 1,,,,,,,,,,,,,Cocina Definida,,,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/170345-casa-en-alquiler-y-venta-de-2-dormitorios-en-punta-colorada-maldonado,U$S 189.000Venta,2,2,535 m²,92m²,535m²,,,,,,,,2022,,,,,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/160163-casa-en-venta-de-4-dormitorios-en-carrasco-norte-montevideo,U$S 530.000Venta,4,4,517 m²,260m²,517m²,Dormitorios en Suite: 1,Garaje: 2,,,,,,1,,Jardín,Acepta Mascotas,,Piscina,Cocina Definida,,,Patio,,,,,3m,1,,
https://www.casasymas.com.uy/propiedad/167157-casa-en-venta-de-3-dormitorios-con-garage-en-pinares-maldonado,U$S 450.000Venta,3,2,229 m²,229m²,600m²,,Garaje: 1,,,,Norte,2,,,,,,Piscina,,,,,,,2,,,,,
https://www.casasymas.com.uy/propiedad/170027-casa-en-venta-de-4-dormitorios-en-las-flores-maldonado,U$S 1.200.000Venta,4,4,5 m²,300m²,5m²,,,,,,,,1998,,,,,Piscina,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/24816-casa-en-alquiler-y-venta-de-4-dormitorios-en-montoya-maldonado,U$S 390.000Venta,4,3,528 m²,176m²,528m²,Dormitorios en Suite: 2,,,,,,,,,,,Dormitorios de Servicio: 1,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/40773-casa-en-venta-de-2-dormitorios-con-garage-en-montoya-maldonado,U$S 400.000Venta,2,2,950 m²,,950m²,Dormitorios en Suite: 2,Garaje: 1,,,Muebles,,,,,,,,Piscina,Cocina Definida,,,,70m²,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/14228-casa-en-venta-de-3-dormitorios-en-aidy-grill-maldonado,U$S 620.000Venta,3,2,600 m²,,600m²,,,,,,,,,,,,,,Cocina Definida,,,,,Frente,,,,,,
https://www.casasymas.com.uy/propiedad/104275-casa-en-venta-de-3-dormitorios-en-pinares-maldonado,U$S 319.000Venta,3,3,260 m²,260m²,740m²,,Garaje: 0,,,,Norte,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/201440-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 470.000Venta,3,2,814 m²,258m²,814m²,Dormitorios en Suite: 1,Garaje: 1,,,,,,,,,,,Piscina,Cocina Definida,,,,,Frente,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/200551-venta-casa-malvin-4-dormitorios-fleming-y-almiron-2-casas-fondo-y-piscina,U$S 760.000Venta,4,5,470 m²,470m²,1000m²,,Cochera: 3,Parrillero,,,,2,,,Jardín,,Dormitorios de Servicio: 1,Piscina,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/35663-casa-en-venta-de-3-dormitorios-en-la-barra-maldonado,U$S 270.000Venta,3,2,300 m²,110m²,300m²,Dormitorios en Suite: 1,,Parrillero,,,,2,,,Jardín,Acepta Mascotas,,,Cocina Definida,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/197676-casa-en-venta-de-5-dormitorios-en-punta-del-este-maldonado,U$S 800.000Venta,5,5,300 m²,350m²,1000m²,,,,,,,,,,,,,,Cocina Definida,,UYU 100,Patio,300m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/15877-casa-en-venta-de-8-dormitorios-en-playa-mansa-maldonado,U$S 1.500.000Venta,8,6,3906 m²,932m²,3906m²,Dormitorios en Suite: 6,Garaje: 0,Parrillero,Aire acondicionado,,,,,,,,,Piscina,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168105-casa-en-venta-de-2-dormitorios-en-ciudad-de-la-costa-canelones,U$S 420.000Venta,2,2,1500 m²,320m²,1500m²,,Garaje: 2,,,,Oeste,,,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,,Cocina Definida,,,,1500m²,Frente,1,,,,,
https://www.casasymas.com.uy/propiedad/40906-casa-en-venta-de-3-dormitorios-en-peninsula-maldonado,U$S 600.000Venta,3,2,312 m²,123m²,312m²,Dormitorios en Suite: 1,,,,,Norte,,,,,,,,Cocina Definida,,,,,Frente,,Lavadero,,,,
